	Pt	T	Vf	Im	Vu	Sig	Ach	IERange	Over	Temp

	#	s	V vs. Ref.	A	V	V	V	#	bits	deg C

	0	0,033333	9,98594E-002	-1,09478E-005	0,00000E+000	1,00006E-001	0,00000E+000	7	....ih..i..	-32768,00

	1	0,066667	1,00821E-001	-3,74092E-005	0,00000E+000	1,00994E-001	0,00000E+000	8	...........	-32768,00

	2	0,1	1,01841E-001	-3,68748E-005	0,00000E+000	1,01994E-001	0,00000E+000	8	...........	-32768,00

	3	0,133333	1,02810E-001	-3,63422E-005	0,00000E+000	1,02994E-001	0,00000E+000	8	...........	-32768,00

	4	0,166667	1,03824E-001	-3,58161E-005	0,00000E+000	1,03994E-001	0,00000E+000	8	...........	-32768,00

	5	0,2	1,04823E-001	-3,54961E-005	0,00000E+000	1,04994E-001	0,00000E+000	8	...........	-32768,00

	6	0,233333	1,05822E-001	-3,49675E-005	0,00000E+000	1,05994E-001	0,00000E+000	8	...........	-32768,00

	7	0,266667	1,06829E-001	-3,45927E-005	0,00000E+000	1,06994E-001	0,00000E+000	8	...........	-32768,00

	8	0,3	1,07816E-001	-3,41867E-005	0,00000E+000	1,07994E-001	0,00000E+000	8	...........	-32768,00

	9	0,333333	1,08817E-001	-3,38534E-005	0,00000E+000	1,08994E-001	0,00000E+000	8	...........	-32768,00

	10	0,366667	1,09817E-001	-3,35526E-005	0,00000E+000	1,09994E-001	0,00000E+000	8	...........	-32768,00

	11	0,4	1,10812E-001	-3,30443E-005	0,00000E+000	1,10995E-001	0,00000E+000	8	...........	-32768,00

	12	0,433333	1,11825E-001	-3,26903E-005	0,00000E+000	1,11995E-001	0,00000E+000	8	...........	-32768,00

	13	0,466667	1,12826E-001	-3,24550E-005	0,00000E+000	1,12995E-001	0,00000E+000	8	...........	-32768,00

	14	0,5	1,13810E-001	-3,21658E-005	0,00000E+000	1,13995E-001	0,00000E+000	8	...........	-32768,00

	15	0,533333	1,14810E-001	-3,18162E-005	0,00000E+000	1,14995E-001	0,00000E+000	8	...........	-32768,00

	16	0,566667	1,15846E-001	-3,14688E-005	0,00000E+000	1,15995E-001	0,00000E+000	8	...........	-32768,00

	17	0,6	1,16845E-001	-3,11406E-005	0,00000E+000	1,16995E-001	0,00000E+000	8	...........	-32768,00

	18	0,633333	1,17833E-001	-3,08059E-005	0,00000E+000	1,17995E-001	0,00000E+000	8	...........	-32768,00

	19	0,666667	1,18833E-001	-3,05092E-005	0,00000E+000	1,18995E-001	0,00000E+000	8	...........	-32768,00

	20	0,7	1,19838E-001	-3,02097E-005	0,00000E+000	1,19995E-001	0,00000E+000	8	...........	-32768,00

	21	0,733333	1,20829E-001	-2,99317E-005	0,00000E+000	1,20995E-001	0,00000E+000	8	...........	-32768,00

	22	0,766667	1,21832E-001	-2,96502E-005	0,00000E+000	1,21995E-001	0,00000E+000	8	...........	-32768,00

	23	0,8	1,22830E-001	-2,93562E-005	0,00000E+000	1,22996E-001	0,00000E+000	8	...........	-32768,00

	24	0,833333	1,23818E-001	-2,90610E-005	0,00000E+000	1,23996E-001	0,00000E+000	8	...........	-32768,00

	25	0,866667	1,24819E-001	-2,87672E-005	0,00000E+000	1,24996E-001	0,00000E+000	8	...........	-32768,00

	26	0,9	1,25827E-001	-2,84539E-005	0,00000E+000	1,25996E-001	0,00000E+000	8	...........	-32768,00

	27	0,933333	1,26823E-001	-2,82008E-005	0,00000E+000	1,26996E-001	0,00000E+000	8	...........	-32768,00

	28	0,96667	1,27836E-001	-2,78929E-005	0,00000E+000	1,27996E-001	0,00000E+000	8	...........	-32768,00

	29	1	1,28846E-001	-2,76060E-005	0,00000E+000	1,28996E-001	0,00000E+000	8	...........	-32768,00

	30	1,03333	1,29843E-001	-2,73277E-005	0,00000E+000	1,29996E-001	0,00000E+000	8	...........	-32768,00

	31	1,06667	1,30845E-001	-2,71009E-005	0,00000E+000	1,30996E-001	0,00000E+000	8	...........	-32768,00

	32	1,1	1,31841E-001	-2,68513E-005	0,00000E+000	1,31996E-001	0,00000E+000	8	...........	-32768,00

	33	1,13333	1,32847E-001	-2,65669E-005	0,00000E+000	1,32996E-001	0,00000E+000	8	...........	-32768,00

	34	1,16667	1,33825E-001	-2,62731E-005	0,00000E+000	1,33996E-001	0,00000E+000	8	...........	-32768,00

	35	1,2	1,34828E-001	-2,60120E-005	0,00000E+000	1,34997E-001	0,00000E+000	8	...........	-32768,00

	36	1,23333	1,35829E-001	-2,57331E-005	0,00000E+000	1,35997E-001	0,00000E+000	8	...........	-32768,00

	37	1,26667	1,36826E-001	-2,54965E-005	0,00000E+000	1,36997E-001	0,00000E+000	8	...........	-32768,00

	38	1,3	1,37816E-001	-2,52414E-005	0,00000E+000	1,37997E-001	0,00000E+000	8	...........	-32768,00

	39	1,33333	1,38831E-001	-2,50070E-005	0,00000E+000	1,38997E-001	0,00000E+000	8	...........	-32768,00

	40	1,36667	1,39845E-001	-2,47593E-005	0,00000E+000	1,39997E-001	0,00000E+000	8	...........	-32768,00

	41	1,4	1,40808E-001	-2,45315E-005	0,00000E+000	1,40997E-001	0,00000E+000	8	...........	-32768,00

	42	1,43333	1,41835E-001	-2,42835E-005	0,00000E+000	1,41997E-001	0,00000E+000	8	...........	-32768,00

	43	1,46667	1,42837E-001	-2,40977E-005	0,00000E+000	1,42997E-001	0,00000E+000	8	...........	-32768,00

	44	1,5	1,43834E-001	-2,38669E-005	0,00000E+000	1,43997E-001	0,00000E+000	8	...........	-32768,00

	45	1,53333	1,44836E-001	-2,36790E-005	0,00000E+000	1,44997E-001	0,00000E+000	8	...........	-32768,00

	46	1,56667	1,45828E-001	-2,34586E-005	0,00000E+000	1,45997E-001	0,00000E+000	8	...........	-32768,00

	47	1,6	1,46829E-001	-2,32332E-005	0,00000E+000	1,46997E-001	0,00000E+000	8	...........	-32768,00

	48	1,63333	1,47840E-001	-2,30079E-005	0,00000E+000	1,47998E-001	0,00000E+000	8	...........	-32768,00

	49	1,66667	1,48827E-001	-2,28629E-005	0,00000E+000	1,48998E-001	0,00000E+000	8	...........	-32768,00

	50	1,7	1,49827E-001	-2,26643E-005	0,00000E+000	1,49998E-001	0,00000E+000	8	...........	-32768,00

	51	1,73333	1,50817E-001	-2,24579E-005	0,00000E+000	1,50998E-001	0,00000E+000	8	...........	-32768,00

	52	1,76667	1,51827E-001	-2,22475E-005	0,00000E+000	1,51998E-001	0,00000E+000	8	...........	-32768,00

	53	1,8	1,52826E-001	-2,19810E-005	0,00000E+000	1,52998E-001	0,00000E+000	8	...........	-32768,00

	54	1,83333	1,53835E-001	-2,17614E-005	0,00000E+000	1,53998E-001	0,00000E+000	8	...........	-32768,00

	55	1,86667	1,54847E-001	-2,15593E-005	0,00000E+000	1,54998E-001	0,00000E+000	8	...........	-32768,00

	56	1,9	1,55846E-001	-2,13284E-005	0,00000E+000	1,55998E-001	0,00000E+000	8	...........	-32768,00

	57	1,93333	1,56845E-001	-2,11135E-005	0,00000E+000	1,56998E-001	0,00000E+000	8	...........	-32768,00

	58	1,96667	1,57831E-001	-2,09244E-005	0,00000E+000	1,57998E-001	0,00000E+000	8	...........	-32768,00

	59	2	1,58837E-001	-2,07154E-005	0,00000E+000	1,58998E-001	0,00000E+000	8	...........	-32768,00

	60	2,03333	1,59833E-001	-2,05256E-005	0,00000E+000	1,59999E-001	0,00000E+000	8	...........	-32768,00

	61	2,06667	1,60836E-001	-2,02552E-005	0,00000E+000	1,60999E-001	0,00000E+000	8	...........	-32768,00

	62	2,1	1,61834E-001	-2,00988E-005	0,00000E+000	1,61999E-001	0,00000E+000	8	...........	-32768,00

	63	2,13333	1,62830E-001	-1,98036E-005	0,00000E+000	1,62999E-001	0,00000E+000	8	...........	-32768,00

	64	2,16667	1,63829E-001	-1,97367E-005	0,00000E+000	1,63999E-001	0,00000E+000	8	...........	-32768,00

	65	2,2	1,64823E-001	-1,95189E-005	0,00000E+000	1,64999E-001	0,00000E+000	8	...........	-32768,00

	66	2,23333	1,65830E-001	-1,92549E-005	0,00000E+000	1,65999E-001	0,00000E+000	8	...........	-32768,00

	67	2,26667	1,66824E-001	-1,91851E-005	0,00000E+000	1,66999E-001	0,00000E+000	8	...........	-32768,00

	68	2,3	1,67856E-001	-1,90148E-005	0,00000E+000	1,67999E-001	0,00000E+000	8	...........	-32768,00

	69	2,33333	1,68852E-001	-1,87991E-005	0,00000E+000	1,68999E-001	0,00000E+000	8	...........	-32768,00

	70	2,36667	1,69838E-001	-1,85909E-005	0,00000E+000	1,69999E-001	0,00000E+000	8	...........	-32768,00

	71	2,4	1,70849E-001	-1,84438E-005	0,00000E+000	1,70999E-001	0,00000E+000	8	...........	-32768,00

	72	2,43333	1,71853E-001	-1,82192E-005	0,00000E+000	1,71999E-001	0,00000E+000	8	...........	-32768,00

	73	2,46667	1,72829E-001	-1,80458E-005	0,00000E+000	1,73000E-001	0,00000E+000	8	...........	-32768,00

	74	2,5	1,73836E-001	-1,78353E-005	0,00000E+000	1,74000E-001	0,00000E+000	8	...........	-32768,00

	75	2,53333	1,74827E-001	-1,75931E-005	0,00000E+000	1,75000E-001	0,00000E+000	8	...........	-32768,00

	76	2,56667	1,75834E-001	-1,74816E-005	0,00000E+000	1,76000E-001	0,00000E+000	8	...........	-32768,00

	77	2,6	1,76841E-001	-1,73198E-005	0,00000E+000	1,77000E-001	0,00000E+000	8	...........	-32768,00

	78	2,63333	1,77823E-001	-1,71523E-005	0,00000E+000	1,78000E-001	0,00000E+000	8	...........	-32768,00

	79	2,66667	1,78825E-001	-1,69783E-005	0,00000E+000	1,79000E-001	0,00000E+000	8	...........	-32768,00

	80	2,7	1,79854E-001	-1,67700E-005	0,00000E+000	1,80000E-001	0,00000E+000	8	...........	-32768,00

	81	2,73333	1,80854E-001	-1,66318E-005	0,00000E+000	1,81000E-001	0,00000E+000	8	...........	-32768,00

	82	2,76667	1,81851E-001	-1,64570E-005	0,00000E+000	1,82000E-001	0,00000E+000	8	...........	-32768,00

	83	2,8	1,82839E-001	-1,62923E-005	0,00000E+000	1,83000E-001	0,00000E+000	8	...........	-32768,00

	84	2,83333	1,83846E-001	-1,61273E-005	0,00000E+000	1,84000E-001	0,00000E+000	8	...........	-32768,00

	85	2,86667	1,84854E-001	-1,59979E-005	0,00000E+000	1,85001E-001	0,00000E+000	8	...........	-32768,00

	86	2,9	1,85838E-001	-1,58121E-005	0,00000E+000	1,86001E-001	0,00000E+000	8	...........	-32768,00

	87	2,93333	1,86850E-001	-1,56729E-005	0,00000E+000	1,87001E-001	0,00000E+000	8	...........	-32768,00

	88	2,96667	1,87825E-001	-1,55114E-005	0,00000E+000	1,88001E-001	0,00000E+000	8	...........	-32768,00

	89	3	1,88827E-001	-1,53007E-005	0,00000E+000	1,89001E-001	0,00000E+000	8	...........	-32768,00

	90	3,03333	1,89838E-001	-1,51789E-005	0,00000E+000	1,90001E-001	0,00000E+000	8	...........	-32768,00

	91	3,06667	1,90839E-001	-1,49661E-005	0,00000E+000	1,91001E-001	0,00000E+000	8	...........	-32768,00

	92	3,1	1,91828E-001	-1,47468E-005	0,00000E+000	1,92001E-001	0,00000E+000	8	...........	-32768,00

	93	3,13333	1,92845E-001	-1,45999E-005	0,00000E+000	1,93001E-001	0,00000E+000	8	...........	-32768,00

	94	3,16667	1,93849E-001	-1,44897E-005	0,00000E+000	1,94001E-001	0,00000E+000	8	...........	-32768,00

	95	3,2	1,94849E-001	-1,42567E-005	0,00000E+000	1,95001E-001	0,00000E+000	8	...........	-32768,00

	96	3,23333	1,95848E-001	-1,41588E-005	0,00000E+000	1,96001E-001	0,00000E+000	8	...........	-32768,00

	97	3,26667	1,96846E-001	-1,39516E-005	0,00000E+000	1,97001E-001	0,00000E+000	8	...........	-32768,00

	98	3,3	1,97838E-001	-1,37479E-005	0,00000E+000	1,98002E-001	0,00000E+000	8	...........	-32768,00

	99	3,33333	1,98826E-001	-1,36265E-005	0,00000E+000	1,99002E-001	0,00000E+000	8	...........	-32768,00

	100	3,36667	1,99835E-001	-1,34323E-005	0,00000E+000	2,00002E-001	0,00000E+000	8	...........	-32768,00

	101	3,4	2,00844E-001	-1,32303E-005	0,00000E+000	2,01002E-001	0,00000E+000	8	...........	-32768,00

	102	3,43333	2,01837E-001	-1,31486E-005	0,00000E+000	2,02002E-001	0,00000E+000	8	...........	-32768,00

	103	3,46667	2,02826E-001	-1,29762E-005	0,00000E+000	2,03002E-001	0,00000E+000	8	...........	-32768,00

	104	3,5	2,03826E-001	-1,27674E-005	0,00000E+000	2,04002E-001	0,00000E+000	8	...........	-32768,00

	105	3,53333	2,04832E-001	-1,26176E-005	0,00000E+000	2,05002E-001	0,00000E+000	8	...........	-32768,00

	106	3,56667	2,05843E-001	-1,24790E-005	0,00000E+000	2,06002E-001	0,00000E+000	8	...........	-32768,00

	107	3,6	2,06842E-001	-1,23097E-005	0,00000E+000	2,07002E-001	0,00000E+000	8	...........	-32768,00

	108	3,63333	2,07845E-001	-1,21695E-005	0,00000E+000	2,08002E-001	0,00000E+000	8	...........	-32768,00

	109	3,66667	2,08847E-001	-1,19882E-005	0,00000E+000	2,09002E-001	0,00000E+000	8	...........	-32768,00

	110	3,7	2,09841E-001	-1,18023E-005	0,00000E+000	2,10003E-001	0,00000E+000	8	...........	-32768,00

	111	3,73333	2,10836E-001	-1,16860E-005	0,00000E+000	2,11003E-001	0,00000E+000	8	...........	-32768,00

	112	3,76667	2,11838E-001	-1,15092E-005	0,00000E+000	2,12003E-001	0,00000E+000	8	...........	-32768,00

	113	3,8	2,12844E-001	-1,13559E-005	0,00000E+000	2,13003E-001	0,00000E+000	8	...........	-32768,00

	114	3,83333	2,13848E-001	-1,12135E-005	0,00000E+000	2,14003E-001	0,00000E+000	8	...........	-32768,00

	115	3,86667	2,14821E-001	-1,10602E-005	0,00000E+000	2,15003E-001	0,00000E+000	8	...........	-32768,00

	116	3,9	2,15830E-001	-1,08693E-005	0,00000E+000	2,16003E-001	0,00000E+000	8	...........	-32768,00

	117	3,93333	2,16833E-001	-1,07067E-005	0,00000E+000	2,17003E-001	0,00000E+000	8	...........	-32768,00

	118	3,96667	2,17833E-001	-1,05473E-005	0,00000E+000	2,18003E-001	0,00000E+000	8	...........	-32768,00

	119	4	2,18858E-001	-1,04000E-005	0,00000E+000	2,19003E-001	0,00000E+000	8	...........	-32768,00

	120	4,03333	2,19849E-001	-1,02443E-005	0,00000E+000	2,20003E-001	0,00000E+000	8	...........	-32768,00

	121	4,06667	2,20843E-001	-1,01281E-005	0,00000E+000	2,21003E-001	0,00000E+000	8	...........	-32768,00

	122	4,1	2,21847E-001	-9,92063E-006	0,00000E+000	2,22003E-001	0,00000E+000	8	...........	-32768,00

	123	4,13333	2,22842E-001	-9,77785E-006	0,00000E+000	2,23004E-001	0,00000E+000	8	...........	-32768,00

	124	4,16667	2,23842E-001	-9,61816E-006	0,00000E+000	2,24004E-001	0,00000E+000	8	...........	-32768,00

	125	4,2	2,24835E-001	-9,49065E-006	0,00000E+000	2,25004E-001	0,00000E+000	8	...........	-32768,00

	126	4,23333	2,25830E-001	-9,35090E-006	0,00000E+000	2,26004E-001	0,00000E+000	8	...........	-32768,00

	127	4,26667	2,26833E-001	-9,14964E-006	0,00000E+000	2,27004E-001	0,00000E+000	8	...........	-32768,00

	128	4,3	2,27848E-001	-8,99815E-006	0,00000E+000	2,28004E-001	0,00000E+000	8	...........	-32768,00

	129	4,33333	2,28826E-001	-8,86490E-006	0,00000E+000	2,29004E-001	0,00000E+000	8	...........	-32768,00

	130	4,36667	2,29824E-001	-8,69998E-006	0,00000E+000	2,30004E-001	0,00000E+000	8	...........	-32768,00

	131	4,4	2,30842E-001	-8,51856E-006	0,00000E+000	2,31004E-001	0,00000E+000	8	...........	-32768,00

	132	4,43333	2,31858E-001	-8,34935E-006	0,00000E+000	2,32004E-001	0,00000E+000	8	...........	-32768,00

	133	4,46667	2,32852E-001	-8,20609E-006	0,00000E+000	2,33004E-001	0,00000E+000	8	...........	-32768,00

	134	4,5	2,33837E-001	-8,07995E-006	0,00000E+000	2,34004E-001	0,00000E+000	8	...........	-32768,00

	135	4,53333	2,34854E-001	-7,87554E-006	0,00000E+000	2,35005E-001	0,00000E+000	7	...........	-32768,00

	136	4,56667	2,35853E-001	-7,74128E-006	0,00000E+000	2,36005E-001	0,00000E+000	7	...........	-32768,00

