	Pt	T	Vf	Im	Vu	Sig	Ach	IERange	Over	Temp

	#	s	V vs. Ref.	A	V	V	V	#	bits	deg C

	0	0,1	9,97968E-002	-6,07846E-006	0,00000E+000	1,00006E-001	0,00000E+000	7	...........	-32768,00

	1	0,2	1,00798E-001	-6,02700E-006	0,00000E+000	1,00994E-001	0,00000E+000	7	...........	-32768,00

	2	0,3	1,01799E-001	-5,96919E-006	0,00000E+000	1,01994E-001	0,00000E+000	7	...........	-32768,00

	3	0,4	1,02700E-001	-5,94246E-006	0,00000E+000	1,02994E-001	0,00000E+000	7	...........	-32768,00

	4	0,5	1,03801E-001	-5,89133E-006	0,00000E+000	1,03994E-001	0,00000E+000	7	...........	-32768,00

	5	0,6	1,04802E-001	-5,86627E-006	0,00000E+000	1,04994E-001	0,00000E+000	7	...........	-32768,00

	6	0,7	1,05703E-001	-5,82918E-006	0,00000E+000	1,05994E-001	0,00000E+000	7	...........	-32768,00

	7	0,8	1,06804E-001	-5,78741E-006	0,00000E+000	1,06994E-001	0,00000E+000	7	...........	-32768,00

	8	0,9	1,07805E-001	-5,74263E-006	0,00000E+000	1,07994E-001	0,00000E+000	7	...........	-32768,00

	9	1	1,08705E-001	-5,71122E-006	0,00000E+000	1,08994E-001	0,00000E+000	7	...........	-32768,00

	10	1,1	1,09806E-001	-5,68181E-006	0,00000E+000	1,09994E-001	0,00000E+000	7	...........	-32768,00

	11	1,2	1,10807E-001	-5,63370E-006	0,00000E+000	1,10995E-001	0,00000E+000	7	...........	-32768,00

	12	1,3	1,11908E-001	-5,61966E-006	0,00000E+000	1,11995E-001	0,00000E+000	7	...........	-32768,00

	13	1,4	1,12809E-001	-5,57756E-006	0,00000E+000	1,12995E-001	0,00000E+000	7	...........	-32768,00

	14	1,5	1,13810E-001	-5,55717E-006	0,00000E+000	1,13995E-001	0,00000E+000	7	...........	-32768,00

	15	1,6	1,14811E-001	-5,52242E-006	0,00000E+000	1,14995E-001	0,00000E+000	7	...........	-32768,00

	16	1,7	1,15812E-001	-5,47430E-006	0,00000E+000	1,15995E-001	0,00000E+000	7	...........	-32768,00

	17	1,8	1,16813E-001	-5,43621E-006	0,00000E+000	1,16995E-001	0,00000E+000	7	...........	-32768,00

	18	1,9	1,17814E-001	-5,43988E-006	0,00000E+000	1,17995E-001	0,00000E+000	7	...........	-32768,00

	19	2	1,18715E-001	-5,38809E-006	0,00000E+000	1,18995E-001	0,00000E+000	7	...........	-32768,00

	20	2,1	1,19716E-001	-5,35033E-006	0,00000E+000	1,19995E-001	0,00000E+000	7	...........	-32768,00

	21	2,2	1,20817E-001	-5,33496E-006	0,00000E+000	1,20995E-001	0,00000E+000	7	...........	-32768,00

	22	2,3	1,21818E-001	-5,30689E-006	0,00000E+000	1,21995E-001	0,00000E+000	7	...........	-32768,00

	23	2,4	1,22819E-001	-5,27515E-006	0,00000E+000	1,22996E-001	0,00000E+000	7	...........	-32768,00

	24	2,5	1,23720E-001	-5,25576E-006	0,00000E+000	1,23996E-001	0,00000E+000	7	...........	-32768,00

	25	2,6	1,24721E-001	-5,19528E-006	0,00000E+000	1,24996E-001	0,00000E+000	7	...........	-32768,00

	26	2,7	1,25722E-001	-5,17456E-006	0,00000E+000	1,25996E-001	0,00000E+000	7	...........	-32768,00

	27	2,8	1,26723E-001	-5,15986E-006	0,00000E+000	1,26996E-001	0,00000E+000	7	...........	-32768,00

	28	2,9	1,27724E-001	-5,13380E-006	0,00000E+000	1,27996E-001	0,00000E+000	7	...........	-32768,00

	29	3	1,28725E-001	-5,11341E-006	0,00000E+000	1,28996E-001	0,00000E+000	7	...........	-32768,00

	30	3,1	1,29826E-001	-5,08234E-006	0,00000E+000	1,29996E-001	0,00000E+000	7	...........	-32768,00

	31	3,2	1,30827E-001	-5,05193E-006	0,00000E+000	1,30996E-001	0,00000E+000	7	...........	-32768,00

	32	3,3	1,31828E-001	-5,03823E-006	0,00000E+000	1,31996E-001	0,00000E+000	7	...........	-32768,00

	33	3,4	1,32829E-001	-5,01417E-006	0,00000E+000	1,32996E-001	0,00000E+000	7	...........	-32768,00

	34	3,5	1,33830E-001	-4,99245E-006	0,00000E+000	1,33996E-001	0,00000E+000	7	...........	-32768,00

	35	3,6	1,34730E-001	-4,95469E-006	0,00000E+000	1,34997E-001	0,00000E+000	7	...........	-32768,00

	36	3,7	1,35831E-001	-4,94667E-006	0,00000E+000	1,35997E-001	0,00000E+000	7	...........	-32768,00

	37	3,8	1,36832E-001	-4,92261E-006	0,00000E+000	1,36997E-001	0,00000E+000	7	...........	-32768,00

	38	3,9	1,37833E-001	-4,90757E-006	0,00000E+000	1,37997E-001	0,00000E+000	7	...........	-32768,00

	39	4	1,38734E-001	-4,86914E-006	0,00000E+000	1,38997E-001	0,00000E+000	7	...........	-32768,00

	40	4,1	1,39835E-001	-4,84174E-006	0,00000E+000	1,39997E-001	0,00000E+000	7	...........	-32768,00

	41	4,2	1,40836E-001	-4,83406E-006	0,00000E+000	1,40997E-001	0,00000E+000	7	...........	-32768,00

	42	4,3	1,41837E-001	-4,80632E-006	0,00000E+000	1,41997E-001	0,00000E+000	7	...........	-32768,00

	43	4,4	1,42738E-001	-4,79296E-006	0,00000E+000	1,42997E-001	0,00000E+000	7	...........	-32768,00

	44	4,5	1,43839E-001	-4,78093E-006	0,00000E+000	1,43997E-001	0,00000E+000	7	...........	-32768,00

	45	4,6	1,44740E-001	-4,74785E-006	0,00000E+000	1,44997E-001	0,00000E+000	7	...........	-32768,00

	46	4,7	1,45741E-001	-4,73181E-006	0,00000E+000	1,45997E-001	0,00000E+000	7	...........	-32768,00

	47	4,8	1,46742E-001	-4,70541E-006	0,00000E+000	1,46997E-001	0,00000E+000	7	...........	-32768,00

	48	4,9	1,47843E-001	-4,67801E-006	0,00000E+000	1,47998E-001	0,00000E+000	7	...........	-32768,00

	49	5	1,48744E-001	-4,67366E-006	0,00000E+000	1,48998E-001	0,00000E+000	7	...........	-32768,00

	50	5,1	1,49745E-001	-4,63991E-006	0,00000E+000	1,49998E-001	0,00000E+000	7	...........	-32768,00

	51	5,2	1,50846E-001	-4,63691E-006	0,00000E+000	1,50998E-001	0,00000E+000	7	...........	-32768,00

	52	5,3	1,51747E-001	-4,60616E-006	0,00000E+000	1,51998E-001	0,00000E+000	7	...........	-32768,00

	53	5,4	1,52848E-001	-4,59514E-006	0,00000E+000	1,52998E-001	0,00000E+000	7	...........	-32768,00

	54	5,5	1,53849E-001	-4,57809E-006	0,00000E+000	1,53998E-001	0,00000E+000	7	...........	-32768,00

	55	5,6	1,54750E-001	-4,55771E-006	0,00000E+000	1,54998E-001	0,00000E+000	7	...........	-32768,00

	56	5,7	1,55851E-001	-4,53265E-006	0,00000E+000	1,55998E-001	0,00000E+000	7	...........	-32768,00

	57	5,8	1,56852E-001	-4,52062E-006	0,00000E+000	1,56998E-001	0,00000E+000	7	...........	-32768,00

	58	5,9	1,57753E-001	-4,49689E-006	0,00000E+000	1,57998E-001	0,00000E+000	7	...........	-32768,00

	59	6	1,58854E-001	-4,48720E-006	0,00000E+000	1,58998E-001	0,00000E+000	7	...........	-32768,00

	60	6,1	1,59855E-001	-4,52496E-006	0,00000E+000	1,59999E-001	0,00000E+000	7	...........	-32768,00

	61	6,2	1,60755E-001	-4,45679E-006	0,00000E+000	1,60999E-001	0,00000E+000	7	...........	-32768,00

	62	6,3	1,61856E-001	-4,44844E-006	0,00000E+000	1,61999E-001	0,00000E+000	7	...........	-32768,00

	63	6,4	1,62757E-001	-4,42538E-006	0,00000E+000	1,62999E-001	0,00000E+000	7	...........	-32768,00

	64	6,5	1,63858E-001	-4,43474E-006	0,00000E+000	1,63999E-001	0,00000E+000	7	...........	-32768,00

	65	6,6	1,64659E-001	-4,39564E-006	0,00000E+000	1,64999E-001	0,00000E+000	7	...........	-32768,00

	66	6,7	1,65760E-001	-4,38929E-006	0,00000E+000	1,65999E-001	0,00000E+000	7	...........	-32768,00

	67	6,8	1,66761E-001	-4,36390E-006	0,00000E+000	1,66999E-001	0,00000E+000	7	...........	-32768,00

	68	6,9	1,67762E-001	-4,35788E-006	0,00000E+000	1,67999E-001	0,00000E+000	7	...........	-32768,00

	69	7	1,68763E-001	-4,34652E-006	0,00000E+000	1,68999E-001	0,00000E+000	7	...........	-32768,00

	70	7,1	1,69864E-001	-4,32480E-006	0,00000E+000	1,69999E-001	0,00000E+000	7	...........	-32768,00

	71	7,2	1,70765E-001	-4,30509E-006	0,00000E+000	1,70999E-001	0,00000E+000	7	...........	-32768,00

	72	7,3	1,71766E-001	-4,29306E-006	0,00000E+000	1,71999E-001	0,00000E+000	7	...........	-32768,00

	73	7,4	1,72867E-001	-4,27635E-006	0,00000E+000	1,73000E-001	0,00000E+000	7	...........	-32768,00

	74	7,5	1,73768E-001	-4,26198E-006	0,00000E+000	1,74000E-001	0,00000E+000	7	...........	-32768,00

	75	7,6	1,74869E-001	-4,26064E-006	0,00000E+000	1,75000E-001	0,00000E+000	7	...........	-32768,00

	76	7,7	1,75770E-001	-4,23558E-006	0,00000E+000	1,76000E-001	0,00000E+000	7	...........	-32768,00

	77	7,8	1,76771E-001	-4,24427E-006	0,00000E+000	1,77000E-001	0,00000E+000	7	...........	-32768,00

	78	7,9	1,77772E-001	-4,20918E-006	0,00000E+000	1,78000E-001	0,00000E+000	7	...........	-32768,00

	79	8	1,78773E-001	-4,20183E-006	0,00000E+000	1,79000E-001	0,00000E+000	7	...........	-32768,00

	80	8,1	1,79874E-001	-4,18646E-006	0,00000E+000	1,80000E-001	0,00000E+000	7	...........	-32768,00

	81	8,2	1,80875E-001	-4,17777E-006	0,00000E+000	1,81000E-001	0,00000E+000	7	...........	-32768,00

	82	8,3	1,81876E-001	-4,15839E-006	0,00000E+000	1,82000E-001	0,00000E+000	7	...........	-32768,00

	83	8,4	1,82777E-001	-4,14870E-006	0,00000E+000	1,83000E-001	0,00000E+000	7	...........	-32768,00

	84	8,5	1,83778E-001	-4,14001E-006	0,00000E+000	1,84000E-001	0,00000E+000	7	...........	-32768,00

	85	8,6	1,84879E-001	-4,13266E-006	0,00000E+000	1,85001E-001	0,00000E+000	7	...........	-32768,00

	86	8,7	1,85779E-001	-4,11729E-006	0,00000E+000	1,86001E-001	0,00000E+000	7	...........	-32768,00

	87	8,8	1,86780E-001	-4,11061E-006	0,00000E+000	1,87001E-001	0,00000E+000	7	...........	-32768,00

	88	8,9	1,87781E-001	-4,09724E-006	0,00000E+000	1,88001E-001	0,00000E+000	7	...........	-32768,00

	89	9	1,88882E-001	-4,07452E-006	0,00000E+000	1,89001E-001	0,00000E+000	7	...........	-32768,00

	90	9,1	1,89783E-001	-4,05881E-006	0,00000E+000	1,90001E-001	0,00000E+000	7	...........	-32768,00

	91	9,2	1,90884E-001	-4,03843E-006	0,00000E+000	1,91001E-001	0,00000E+000	7	...........	-32768,00

	92	9,3	1,91785E-001	-4,03342E-006	0,00000E+000	1,92001E-001	0,00000E+000	7	...........	-32768,00

	93	9,4	1,92786E-001	-4,02540E-006	0,00000E+000	1,93001E-001	0,00000E+000	7	...........	-32768,00

	94	9,5	1,93887E-001	-4,01671E-006	0,00000E+000	1,94001E-001	0,00000E+000	7	...........	-32768,00

	95	9,6	1,94788E-001	-4,00301E-006	0,00000E+000	1,95001E-001	0,00000E+000	7	...........	-32768,00

	96	9,7	1,95789E-001	-3,99566E-006	0,00000E+000	1,96001E-001	0,00000E+000	7	...........	-32768,00

	97	9,8	1,96690E-001	-3,98096E-006	0,00000E+000	1,97001E-001	0,00000E+000	7	...........	-32768,00

	98	9,9	1,97791E-001	-3,97928E-006	0,00000E+000	1,98002E-001	0,00000E+000	7	...........	-32768,00

	99	10	1,98792E-001	-3,95589E-006	0,00000E+000	1,99002E-001	0,00000E+000	7	...........	-32768,00

	100	10,1	1,99793E-001	-3,93718E-006	0,00000E+000	2,00002E-001	0,00000E+000	7	...........	-32768,00

	101	10,2	2,00794E-001	-3,93618E-006	0,00000E+000	2,01002E-001	0,00000E+000	7	...........	-32768,00

	102	10,3	2,01795E-001	-3,92582E-006	0,00000E+000	2,02002E-001	0,00000E+000	7	...........	-32768,00

	103	10,4	2,02796E-001	-3,92716E-006	0,00000E+000	2,03002E-001	0,00000E+000	7	...........	-32768,00

	104	10,5	2,03697E-001	-3,90677E-006	0,00000E+000	2,04002E-001	0,00000E+000	7	...........	-32768,00

	105	10,6	2,04798E-001	-3,88171E-006	0,00000E+000	2,05002E-001	0,00000E+000	7	...........	-32768,00

	106	10,7	2,05799E-001	-3,88171E-006	0,00000E+000	2,06002E-001	0,00000E+000	7	...........	-32768,00

	107	10,8	2,06900E-001	-3,86734E-006	0,00000E+000	2,07002E-001	0,00000E+000	7	...........	-32768,00

	108	10,9	2,07801E-001	-3,86734E-006	0,00000E+000	2,08002E-001	0,00000E+000	7	...........	-32768,00

	109	11	2,08802E-001	-3,84829E-006	0,00000E+000	2,09002E-001	0,00000E+000	7	...........	-32768,00

	110	11,1	2,09803E-001	-3,83994E-006	0,00000E+000	2,10003E-001	0,00000E+000	7	...........	-32768,00

	111	11,2	2,10703E-001	-3,84094E-006	0,00000E+000	2,11003E-001	0,00000E+000	7	...........	-32768,00

	112	11,3	2,11905E-001	-3,82657E-006	0,00000E+000	2,12003E-001	0,00000E+000	7	...........	-32768,00

	113	11,4	2,12805E-001	-3,82190E-006	0,00000E+000	2,13003E-001	0,00000E+000	7	...........	-32768,00

	114	11,5	2,13806E-001	-3,79817E-006	0,00000E+000	2,14003E-001	0,00000E+000	7	...........	-32768,00

	115	11,6	2,14907E-001	-3,81187E-006	0,00000E+000	2,15003E-001	0,00000E+000	7	...........	-32768,00

	116	11,7	2,15808E-001	-3,80719E-006	0,00000E+000	2,16003E-001	0,00000E+000	7	...........	-32768,00

	117	11,8	2,16709E-001	-3,79851E-006	0,00000E+000	2,17003E-001	0,00000E+000	7	...........	-32768,00

	118	11,9	2,17810E-001	-3,77679E-006	0,00000E+000	2,18003E-001	0,00000E+000	7	...........	-32768,00

	119	12	2,18811E-001	-3,77612E-006	0,00000E+000	2,19003E-001	0,00000E+000	7	...........	-32768,00

	120	12,1	2,19812E-001	-3,77645E-006	0,00000E+000	2,20003E-001	0,00000E+000	7	...........	-32768,00

	121	12,2	2,20813E-001	-3,75507E-006	0,00000E+000	2,21003E-001	0,00000E+000	7	...........	-32768,00

	122	12,3	2,21814E-001	-3,74972E-006	0,00000E+000	2,22003E-001	0,00000E+000	7	...........	-32768,00

	123	12,4	2,22815E-001	-3,75339E-006	0,00000E+000	2,23004E-001	0,00000E+000	7	...........	-32768,00

	124	12,5	2,23716E-001	-3,73836E-006	0,00000E+000	2,24004E-001	0,00000E+000	7	...........	-32768,00

	125	12,6	2,24817E-001	-3,74471E-006	0,00000E+000	2,25004E-001	0,00000E+000	7	...........	-32768,00

	126	12,7	2,25718E-001	-3,71630E-006	0,00000E+000	2,26004E-001	0,00000E+000	7	...........	-32768,00

	127	12,8	2,26719E-001	-3,73502E-006	0,00000E+000	2,27004E-001	0,00000E+000	7	...........	-32768,00

	128	12,9	2,27820E-001	-3,70828E-006	0,00000E+000	2,28004E-001	0,00000E+000	7	...........	-32768,00

	129	13	2,28821E-001	-3,70828E-006	0,00000E+000	2,29004E-001	0,00000E+000	7	...........	-32768,00

	130	13,1	2,29822E-001	-3,69057E-006	0,00000E+000	2,30004E-001	0,00000E+000	7	...........	-32768,00

	131	13,2	2,30823E-001	-3,72031E-006	0,00000E+000	2,31004E-001	0,00000E+000	7	...........	-32768,00

	132	13,3	2,31824E-001	-3,69391E-006	0,00000E+000	2,32004E-001	0,00000E+000	7	...........	-32768,00

	133	13,4	2,32825E-001	-3,69559E-006	0,00000E+000	2,33004E-001	0,00000E+000	7	...........	-32768,00

	134	13,5	2,33826E-001	-3,69291E-006	0,00000E+000	2,34004E-001	0,00000E+000	7	...........	-32768,00

	135	13,6	2,34927E-001	-3,67119E-006	0,00000E+000	2,35005E-001	0,00000E+000	7	...........	-32768,00

	136	13,7	2,35928E-001	-3,67119E-006	0,00000E+000	2,36005E-001	0,00000E+000	7	...........	-32768,00

	137	13,8	2,36828E-001	-3,65682E-006	0,00000E+000	2,37005E-001	0,00000E+000	7	...........	-32768,00

	138	13,9	2,37829E-001	-3,63443E-006	0,00000E+000	2,38005E-001	0,00000E+000	7	...........	-32768,00

