	Pt	T	Vf	Im	Vu	Sig	Ach	IERange	Over	Temp

	#	s	V vs. Ref.	A	V	V	V	#	bits	deg C

	0	0,016667	9,96967E-002	-7,14809E-006	0,00000E+000	1,00006E-001	0,00000E+000	7	...........	-32768,00

	1	0,033333	1,00798E-001	-7,08995E-006	0,00000E+000	1,00994E-001	0,00000E+000	7	...........	-32768,00

	2	0,05	1,01799E-001	-7,02880E-006	0,00000E+000	1,01994E-001	0,00000E+000	7	...........	-32768,00

	3	0,066667	1,02900E-001	-6,99371E-006	0,00000E+000	1,02994E-001	0,00000E+000	7	...........	-32768,00

	4	0,083333	1,03801E-001	-6,92922E-006	0,00000E+000	1,03994E-001	0,00000E+000	7	...........	-32768,00

	5	0,1	1,04802E-001	-6,91318E-006	0,00000E+000	1,04994E-001	0,00000E+000	7	...........	-32768,00

	6	0,116667	1,05803E-001	-6,88946E-006	0,00000E+000	1,05994E-001	0,00000E+000	7	...........	-32768,00

	7	0,133333	1,06703E-001	-6,87910E-006	0,00000E+000	1,06994E-001	0,00000E+000	7	...........	-32768,00

	8	0,15	1,07805E-001	-6,85203E-006	0,00000E+000	1,07994E-001	0,00000E+000	7	...........	-32768,00

	9	0,166667	1,08805E-001	-6,80425E-006	0,00000E+000	1,08994E-001	0,00000E+000	7	...........	-32768,00

	10	0,183333	1,09806E-001	-6,78186E-006	0,00000E+000	1,09994E-001	0,00000E+000	7	...........	-32768,00

	11	0,2	1,10807E-001	-6,75245E-006	0,00000E+000	1,10995E-001	0,00000E+000	7	...........	-32768,00

	12	0,216667	1,11808E-001	-6,75245E-006	0,00000E+000	1,11995E-001	0,00000E+000	7	...........	-32768,00

	13	0,233333	1,12809E-001	-6,70367E-006	0,00000E+000	1,12995E-001	0,00000E+000	7	...........	-32768,00

	14	0,25	1,13810E-001	-6,67526E-006	0,00000E+000	1,13995E-001	0,00000E+000	7	...........	-32768,00

	15	0,266667	1,14811E-001	-6,64953E-006	0,00000E+000	1,14995E-001	0,00000E+000	7	...........	-32768,00

	16	0,283333	1,15712E-001	-6,62748E-006	0,00000E+000	1,15995E-001	0,00000E+000	7	...........	-32768,00

	17	0,3	1,16913E-001	-6,60910E-006	0,00000E+000	1,16995E-001	0,00000E+000	7	...........	-32768,00

	18	0,316667	1,17814E-001	-6,57936E-006	0,00000E+000	1,17995E-001	0,00000E+000	7	...........	-32768,00

	19	0,333333	1,18815E-001	-6,56700E-006	0,00000E+000	1,18995E-001	0,00000E+000	7	...........	-32768,00

	20	0,35	1,19816E-001	-6,52389E-006	0,00000E+000	1,19995E-001	0,00000E+000	7	...........	-32768,00

	21	0,366667	1,20717E-001	-6,53358E-006	0,00000E+000	1,20995E-001	0,00000E+000	7	...........	-32768,00

	22	0,383333	1,21818E-001	-6,51453E-006	0,00000E+000	1,21995E-001	0,00000E+000	7	...........	-32768,00

	23	0,4	1,22719E-001	-6,49181E-006	0,00000E+000	1,22996E-001	0,00000E+000	7	...........	-32768,00

	24	0,416667	1,23820E-001	-6,45773E-006	0,00000E+000	1,23996E-001	0,00000E+000	7	...........	-32768,00

	25	0,433333	1,24821E-001	-6,44403E-006	0,00000E+000	1,24996E-001	0,00000E+000	7	...........	-32768,00

	26	0,45	1,25822E-001	-6,40660E-006	0,00000E+000	1,25996E-001	0,00000E+000	7	...........	-32768,00

	27	0,466667	1,26823E-001	-6,38989E-006	0,00000E+000	1,26996E-001	0,00000E+000	7	...........	-32768,00

	28	0,483333	1,27824E-001	-6,38989E-006	0,00000E+000	1,27996E-001	0,00000E+000	7	...........	-32768,00

	29	0,5	1,28725E-001	-6,37318E-006	0,00000E+000	1,28996E-001	0,00000E+000	7	...........	-32768,00

	30	0,516667	1,29726E-001	-6,38722E-006	0,00000E+000	1,29996E-001	0,00000E+000	7	...........	-32768,00

	31	0,533333	1,30827E-001	-6,33676E-006	0,00000E+000	1,30996E-001	0,00000E+000	7	...........	-32768,00

	32	0,55	1,31828E-001	-6,32306E-006	0,00000E+000	1,31996E-001	0,00000E+000	7	...........	-32768,00

	33	0,566667	1,32829E-001	-6,29366E-006	0,00000E+000	1,32996E-001	0,00000E+000	7	...........	-32768,00

	34	0,583333	1,33729E-001	-6,28029E-006	0,00000E+000	1,33996E-001	0,00000E+000	7	...........	-32768,00

	35	0,6	1,34730E-001	-6,26960E-006	0,00000E+000	1,34997E-001	0,00000E+000	7	...........	-32768,00

	36	0,616667	1,35831E-001	-6,25757E-006	0,00000E+000	1,35997E-001	0,00000E+000	7	...........	-32768,00

	37	0,633333	1,36732E-001	-6,23484E-006	0,00000E+000	1,36997E-001	0,00000E+000	7	...........	-32768,00

	38	0,65	1,37733E-001	-6,22415E-006	0,00000E+000	1,37997E-001	0,00000E+000	7	...........	-32768,00

	39	0,666667	1,38734E-001	-6,20778E-006	0,00000E+000	1,38997E-001	0,00000E+000	7	...........	-32768,00

	40	0,683333	1,39735E-001	-6,20811E-006	0,00000E+000	1,39997E-001	0,00000E+000	7	...........	-32768,00

	41	0,7	1,40836E-001	-6,16333E-006	0,00000E+000	1,40997E-001	0,00000E+000	7	...........	-32768,00

	42	0,716667	1,41737E-001	-6,16868E-006	0,00000E+000	1,41997E-001	0,00000E+000	7	...........	-32768,00

	43	0,733333	1,42838E-001	-6,14195E-006	0,00000E+000	1,42997E-001	0,00000E+000	7	...........	-32768,00

	44	0,75	1,43739E-001	-6,13126E-006	0,00000E+000	1,43997E-001	0,00000E+000	7	...........	-32768,00

	45	0,766667	1,44740E-001	-6,11522E-006	0,00000E+000	1,44997E-001	0,00000E+000	7	...........	-32768,00

	46	0,783333	1,45741E-001	-6,10720E-006	0,00000E+000	1,45997E-001	0,00000E+000	7	...........	-32768,00

	47	0,8	1,46842E-001	-6,09717E-006	0,00000E+000	1,46997E-001	0,00000E+000	7	...........	-32768,00

	48	0,816667	1,47743E-001	-6,06743E-006	0,00000E+000	1,47998E-001	0,00000E+000	7	...........	-32768,00

	49	0,833333	1,48844E-001	-6,05841E-006	0,00000E+000	1,48998E-001	0,00000E+000	7	...........	-32768,00

	50	0,85	1,49745E-001	-6,06442E-006	0,00000E+000	1,49998E-001	0,00000E+000	7	...........	-32768,00

	51	0,866667	1,50746E-001	-6,04671E-006	0,00000E+000	1,50998E-001	0,00000E+000	7	...........	-32768,00

	52	0,883333	1,51747E-001	-6,04170E-006	0,00000E+000	1,51998E-001	0,00000E+000	7	...........	-32768,00

	53	0,9	1,52748E-001	-6,02165E-006	0,00000E+000	1,52998E-001	0,00000E+000	7	...........	-32768,00

	54	0,916667	1,53849E-001	-6,00829E-006	0,00000E+000	1,53998E-001	0,00000E+000	7	...........	-32768,00

	55	0,933333	1,54850E-001	-5,98055E-006	0,00000E+000	1,54998E-001	0,00000E+000	7	...........	-32768,00

	56	0,95	1,55851E-001	-5,97019E-006	0,00000E+000	1,55998E-001	0,00000E+000	7	...........	-32768,00

	57	0,96667	1,56852E-001	-5,96919E-006	0,00000E+000	1,56998E-001	0,00000E+000	7	...........	-32768,00

	58	0,98333	1,57853E-001	-5,96017E-006	0,00000E+000	1,57998E-001	0,00000E+000	7	...........	-32768,00

	59	1	1,58753E-001	-5,95048E-006	0,00000E+000	1,58998E-001	0,00000E+000	7	...........	-32768,00

	60	1,01667	1,59754E-001	-5,93510E-006	0,00000E+000	1,59999E-001	0,00000E+000	7	...........	-32768,00

	61	1,03333	1,60755E-001	-5,91171E-006	0,00000E+000	1,60999E-001	0,00000E+000	7	...........	-32768,00

	62	1,05	1,61856E-001	-5,91439E-006	0,00000E+000	1,61999E-001	0,00000E+000	7	...........	-32768,00

	63	1,06667	1,62757E-001	-5,89801E-006	0,00000E+000	1,62999E-001	0,00000E+000	7	...........	-32768,00

	64	1,08333	1,63758E-001	-5,88131E-006	0,00000E+000	1,63999E-001	0,00000E+000	7	...........	-32768,00

	65	1,1	1,64759E-001	-5,88064E-006	0,00000E+000	1,64999E-001	0,00000E+000	7	...........	-32768,00

	66	1,11667	1,65760E-001	-5,87730E-006	0,00000E+000	1,65999E-001	0,00000E+000	7	...........	-32768,00

	67	1,13333	1,66761E-001	-5,86092E-006	0,00000E+000	1,66999E-001	0,00000E+000	7	...........	-32768,00

	68	1,15	1,67762E-001	-5,83887E-006	0,00000E+000	1,67999E-001	0,00000E+000	7	...........	-32768,00

	69	1,16667	1,68763E-001	-5,84221E-006	0,00000E+000	1,68999E-001	0,00000E+000	7	...........	-32768,00

	70	1,18333	1,69764E-001	-5,82751E-006	0,00000E+000	1,69999E-001	0,00000E+000	7	...........	-32768,00

	71	1,2	1,70865E-001	-5,81080E-006	0,00000E+000	1,70999E-001	0,00000E+000	7	...........	-32768,00

	72	1,21667	1,71766E-001	-5,81314E-006	0,00000E+000	1,71999E-001	0,00000E+000	7	...........	-32768,00

	73	1,23333	1,72867E-001	-5,79610E-006	0,00000E+000	1,73000E-001	0,00000E+000	7	...........	-32768,00

	74	1,25	1,73868E-001	-5,78707E-006	0,00000E+000	1,74000E-001	0,00000E+000	7	...........	-32768,00

	75	1,26667	1,74769E-001	-5,79209E-006	0,00000E+000	1,75000E-001	0,00000E+000	7	...........	-32768,00

	76	1,28333	1,75770E-001	-5,77671E-006	0,00000E+000	1,76000E-001	0,00000E+000	7	...........	-32768,00

	77	1,3	1,76771E-001	-5,76970E-006	0,00000E+000	1,77000E-001	0,00000E+000	7	...........	-32768,00

	78	1,31667	1,77772E-001	-5,75499E-006	0,00000E+000	1,78000E-001	0,00000E+000	7	...........	-32768,00

	79	1,33333	1,78773E-001	-5,75232E-006	0,00000E+000	1,79000E-001	0,00000E+000	7	...........	-32768,00

	80	1,35	1,79874E-001	-5,75265E-006	0,00000E+000	1,80000E-001	0,00000E+000	7	...........	-32768,00

	81	1,36667	1,80775E-001	-5,74697E-006	0,00000E+000	1,81000E-001	0,00000E+000	7	...........	-32768,00

	82	1,38333	1,81776E-001	-5,72425E-006	0,00000E+000	1,82000E-001	0,00000E+000	7	...........	-32768,00

	83	1,4	1,82777E-001	-5,73127E-006	0,00000E+000	1,83000E-001	0,00000E+000	7	...........	-32768,00

	84	1,41667	1,83778E-001	-5,70754E-006	0,00000E+000	1,84000E-001	0,00000E+000	7	...........	-32768,00

	85	1,43333	1,84879E-001	-5,71289E-006	0,00000E+000	1,85001E-001	0,00000E+000	7	...........	-32768,00

	86	1,45	1,85880E-001	-5,68582E-006	0,00000E+000	1,86001E-001	0,00000E+000	7	...........	-32768,00

	87	1,46667	1,86881E-001	-5,68716E-006	0,00000E+000	1,87001E-001	0,00000E+000	7	...........	-32768,00

	88	1,48333	1,87781E-001	-5,67580E-006	0,00000E+000	1,88001E-001	0,00000E+000	7	...........	-32768,00

	89	1,5	1,88682E-001	-5,67580E-006	0,00000E+000	1,89001E-001	0,00000E+000	7	...........	-32768,00

	90	1,51667	1,89683E-001	-5,67045E-006	0,00000E+000	1,90001E-001	0,00000E+000	7	...........	-32768,00

	91	1,53333	1,90784E-001	-5,64606E-006	0,00000E+000	1,91001E-001	0,00000E+000	7	...........	-32768,00

	92	1,55	1,91885E-001	-5,64472E-006	0,00000E+000	1,92001E-001	0,00000E+000	7	...........	-32768,00

	93	1,56667	1,92786E-001	-5,64138E-006	0,00000E+000	1,93001E-001	0,00000E+000	7	...........	-32768,00

	94	1,58333	1,93787E-001	-5,63503E-006	0,00000E+000	1,94001E-001	0,00000E+000	7	...........	-32768,00

	95	1,6	1,94888E-001	-5,63670E-006	0,00000E+000	1,95001E-001	0,00000E+000	7	...........	-32768,00

	96	1,61667	1,95889E-001	-5,61431E-006	0,00000E+000	1,96001E-001	0,00000E+000	7	...........	-32768,00

	97	1,63333	1,96890E-001	-5,60095E-006	0,00000E+000	1,97001E-001	0,00000E+000	7	...........	-32768,00

	98	1,65	1,97891E-001	-5,60462E-006	0,00000E+000	1,98002E-001	0,00000E+000	7	...........	-32768,00

	99	1,66667	1,98792E-001	-5,58591E-006	0,00000E+000	1,99002E-001	0,00000E+000	7	...........	-32768,00

	100	1,68333	1,99793E-001	-5,58224E-006	0,00000E+000	2,00002E-001	0,00000E+000	7	...........	-32768,00

	101	1,7	2,00794E-001	-5,58157E-006	0,00000E+000	2,01002E-001	0,00000E+000	7	...........	-32768,00

	102	1,71667	2,01695E-001	-5,57756E-006	0,00000E+000	2,02002E-001	0,00000E+000	7	...........	-32768,00

	103	1,73333	2,02796E-001	-5,57221E-006	0,00000E+000	2,03002E-001	0,00000E+000	7	...........	-32768,00

	104	1,75	2,03697E-001	-5,54915E-006	0,00000E+000	2,04002E-001	0,00000E+000	7	...........	-32768,00

	105	1,76667	2,04698E-001	-5,55417E-006	0,00000E+000	2,05002E-001	0,00000E+000	7	...........	-32768,00

	106	1,78333	2,05899E-001	-5,54715E-006	0,00000E+000	2,06002E-001	0,00000E+000	7	...........	-32768,00

	107	1,8	2,06800E-001	-5,53311E-006	0,00000E+000	2,07002E-001	0,00000E+000	7	...........	-32768,00

	108	1,81667	2,07801E-001	-5,52810E-006	0,00000E+000	2,08002E-001	0,00000E+000	7	...........	-32768,00

	109	1,83333	2,08802E-001	-5,52944E-006	0,00000E+000	2,09002E-001	0,00000E+000	7	...........	-32768,00

	110	1,85	2,09803E-001	-5,54147E-006	0,00000E+000	2,10003E-001	0,00000E+000	7	...........	-32768,00

	111	1,86667	2,10803E-001	-5,53078E-006	0,00000E+000	2,11003E-001	0,00000E+000	7	...........	-32768,00

	112	1,88333	2,11905E-001	-5,51841E-006	0,00000E+000	2,12003E-001	0,00000E+000	7	...........	-32768,00

	113	1,9	2,12805E-001	-5,50104E-006	0,00000E+000	2,13003E-001	0,00000E+000	7	...........	-32768,00

	114	1,91667	2,13806E-001	-5,49068E-006	0,00000E+000	2,14003E-001	0,00000E+000	7	...........	-32768,00

	115	1,93333	2,14807E-001	-5,48399E-006	0,00000E+000	2,15003E-001	0,00000E+000	7	...........	-32768,00

	116	1,95	2,15808E-001	-5,48867E-006	0,00000E+000	2,16003E-001	0,00000E+000	7	...........	-32768,00

	117	1,96667	2,16809E-001	-5,49669E-006	0,00000E+000	2,17003E-001	0,00000E+000	7	...........	-32768,00

	118	1,98333	2,17710E-001	-5,48165E-006	0,00000E+000	2,18003E-001	0,00000E+000	7	...........	-32768,00

	119	2	2,18911E-001	-5,45993E-006	0,00000E+000	2,19003E-001	0,00000E+000	7	...........	-32768,00

	120	2,01667	2,19812E-001	-5,44857E-006	0,00000E+000	2,20003E-001	0,00000E+000	7	...........	-32768,00

	121	2,03333	2,20913E-001	-5,44055E-006	0,00000E+000	2,21003E-001	0,00000E+000	7	...........	-32768,00

	122	2,05	2,21714E-001	-5,43821E-006	0,00000E+000	2,22003E-001	0,00000E+000	7	...........	-32768,00

	123	2,06667	2,22815E-001	-5,43621E-006	0,00000E+000	2,23004E-001	0,00000E+000	7	...........	-32768,00

	124	2,08333	2,23916E-001	-5,42685E-006	0,00000E+000	2,24004E-001	0,00000E+000	7	...........	-32768,00

	125	2,1	2,24817E-001	-5,42585E-006	0,00000E+000	2,25004E-001	0,00000E+000	7	...........	-32768,00

	126	2,11667	2,25818E-001	-5,42384E-006	0,00000E+000	2,26004E-001	0,00000E+000	7	...........	-32768,00

	127	2,13333	2,26819E-001	-5,40680E-006	0,00000E+000	2,27004E-001	0,00000E+000	7	...........	-32768,00

	128	2,15	2,27820E-001	-5,41181E-006	0,00000E+000	2,28004E-001	0,00000E+000	7	...........	-32768,00

	129	2,16667	2,28721E-001	-5,40580E-006	0,00000E+000	2,29004E-001	0,00000E+000	7	...........	-32768,00

	130	2,18333	2,29922E-001	-5,38575E-006	0,00000E+000	2,30004E-001	0,00000E+000	7	...........	-32768,00

	131	2,2	2,30823E-001	-5,37740E-006	0,00000E+000	2,31004E-001	0,00000E+000	7	...........	-32768,00

	132	2,21667	2,31924E-001	-5,37940E-006	0,00000E+000	2,32004E-001	0,00000E+000	7	...........	-32768,00

	133	2,23333	2,32925E-001	-5,38542E-006	0,00000E+000	2,33004E-001	0,00000E+000	7	...........	-32768,00

	134	2,25	2,33826E-001	-5,37907E-006	0,00000E+000	2,34004E-001	0,00000E+000	7	...........	-32768,00

	135	2,26667	2,34726E-001	-5,36771E-006	0,00000E+000	2,35005E-001	0,00000E+000	7	...........	-32768,00

	136	2,28333	2,35727E-001	-5,35133E-006	0,00000E+000	2,36005E-001	0,00000E+000	7	...........	-32768,00

